,text,noun,Nletters,frequency,synsets,labels
15778,luggage,1,7,7957,1,7.63
15779,lugubrious,0,10,53,1,18.22
15780,lugubriousness,1,14,2,1,14.5
15781,lukewarm,0,8,517,2,9.06
15782,lull,1,4,528,5,10.61
15783,lullaby,1,9,1617,2,5.48
15784,lumbago,1,7,162,1,15.27
15785,lumbar,1,6,462,1,15.88
15786,lumber,1,6,1459,4,7.33
15787,lumbering,0,9,185,4,10.47
15788,lumberjack,1,10,589,2,8.9
15789,lumberman,1,9,18,1,9
15790,lumberyard,1,10,131,1,8.47
15791,lumen,1,5,284,2,17
15792,luminal,1,7,22,1,14.55
15793,luminary,1,10,55,1,11.78
15794,luminescence,1,12,56,2,13.31
15795,luminescent,0,11,81,1,13.53
15796,luminosity,1,10,83,1,11.21
15797,luminous,0,8,661,1,11.56
15798,lummox,1,6,116,1,12
15799,lump,1,4,3477,6,5.89
15800,lumpectomy,1,10,49,1,15.69
15801,lumpy,0,8,989,2,6.89
15802,lunacy,1,6,514,2,10.58
15803,lunar,0,5,2144,1,9.15
15804,lunatic,1,7,5695,3,9.83
15805,lunch,1,5,62582,3,3.61
15806,lunchbox,1,8,475,1,4.25
15807,luncheon,1,8,1584,1,9.74
15808,luncheonette,1,12,142,1,10.46
15809,lunchroom,1,9,191,1,5.37
15810,lunchtime,1,9,2167,1,4.94
15811,lung,1,4,7084,1,7.16
15812,lunge,0,5,359,3,9.83
15813,lungful,1,7,23,1,13.09
15814,lungwort,1,8,6,1,14.6
15815,lupine,1,6,56,2,14.42
15816,lupus,1,5,694,2,14.289066
15817,lurch,1,5,1140,9,11.18
15818,lure,0,4,4383,4,9
15819,lurid,0,5,273,4,13.69
15820,lurk,0,4,454,3,10.11
15821,lurker,1,6,93,1,11.67
15822,luscious,0,8,640,2,11.11
15823,lush,0,4,1198,4,11.28
15824,lust,1,4,5983,3,12.22
15825,luster,1,6,216,3,12.16
15826,lustful,0,7,438,3,12.21
15827,lustfulness,1,11,8,1,15
15828,lustrous,0,8,156,3,12.67
15829,lustrum,1,7,4,2,14.22
15830,lusty,0,5,298,2,13.88
15831,lute,1,4,591,2,10.77
15832,luxuriant,0,9,73,3,13.13
15833,luxuriate,0,9,38,3,13.13
15834,luxury,1,8,6673,3,9.26
15835,luxurious,0,9,1342,2,10
15836,luxuriousness,1,13,4,1,13.14
15837,lycanthrope,1,11,76,1,13.6
15838,lycanthropic,0,12,5,1,17.4
15839,lycanthropy,1,11,65,1,16.11
15840,lyceum,1,6,120,2,14.56
15841,lye,1,3,269,1,12.67
15842,lymph,1,5,409,1,15
15843,lymphatic,0,9,118,1,13.5
15844,lymphoblastic,0,13,22,1,14.17
15845,lymphocyte,1,10,34,1,16.25
15846,lymphocytic,0,11,20,1,16.92
15847,lymphoma,1,8,432,1,16.4
15848,lynch,0,5,2409,1,11.53956
15849,lynching,1,8,398,2,12.3
15850,lynx,1,4,383,2,10.53
15851,lyophilize,0,10,1,1,15.17
15852,lyre,1,4,350,1,13.47
15853,lyric,1,5,907,7,10.35
15854,lyrical,0,7,390,2,11.47
15855,lyricism,1,8,35,2,12.8
15856,lyricist,1,8,103,1,14.58
15857,lyrics,1,6,4382,3,8.32
15858,lysergic,0,8,43,1,14.44
15859,lysine,1,6,28,1,16.85
15860,ma,0,2,114026,4,4.346085
15861,macabre,0,7,524,1,14.5
15862,macadamia,1,9,234,1,12.19
15863,macaque,1,7,64,1,13.33
15864,macaroni,1,8,1398,2,5.15
15865,macaw,1,5,137,1,8.8
15866,mace,0,4,1894,4,12.466719
15867,macerate,0,8,10,4,14
15868,maceration,1,10,16,2,16.56
15869,mach,1,4,812,1,13.08
15870,machete,1,7,1184,1,9.6
15871,machination,1,11,26,1,12.8
15872,machine,1,7,54140,8,6.53
15873,machinegun,1,10,76,1,8.74
15874,machinery,1,11,3186,2,10.28
15875,machinist,0,9,152,1,12.040439
15876,machismo,1,8,153,1,13.25
15877,macho,0,5,2464,2,10.37
15878,mackerel,1,8,1146,2,10.72
15879,macro,1,5,220,2,12.78
15880,macrobiotic,0,11,78,1,17.28
15881,macroeconomic,0,13,17,1,15.4
15882,macroscopic,0,11,30,2,12.37
15883,macula,1,6,26,3,16.67
15884,macular,0,7,55,1,16.06
15885,maculate,1,8,3,4,13.18
15886,mad,0,3,85366,4,3.55
15887,madam,1,5,48931,2,8.42
15888,madame,0,6,23490,1,11.06
15889,madcap,0,6,182,2,13.73
15890,madden,0,6,892,3,10.12
15891,madding,0,7,31,1,10.8
15892,make,0,4,963885,51,4.68
15893,mademoiselle,1,12,6256,1,10.65
15894,madhouse,1,8,1015,1,9.11
15895,madman,1,6,3899,1,8.78
15896,madness,1,7,9271,5,9.42
15897,madrigal,1,8,142,2,14.1
15898,madwoman,1,8,328,1,8.89
15899,maelstrom,1,9,192,1,15.93
15900,maestro,1,7,3531,1,11.58
15901,mafia,1,5,5067,3,10.32
15902,magazine,1,8,17461,6,5.89
15903,magdalen,0,8,69,1,10.43
15904,mage,1,4,315,1,10.47
15905,magenta,1,7,376,3,7.79
15906,maggot,1,6,874,1,9.5
15907,maggoty,0,7,40,1,12.31
15908,magic,1,5,48484,3,5.52
15909,magical,0,7,9287,1,5.95
15910,magician,1,8,5257,2,5.37
15911,magister,1,8,196,1,13
15912,magistracy,1,12,45,1,12.62
15913,magistrate,1,10,3653,1,12.78
15914,magma,1,5,946,1,9.78
15915,magna,1,5,544,1,12.57
15916,magnanimity,1,11,85,1,14.31
15917,magnanimous,0,11,384,2,15
15918,magnate,1,7,426,1,14.93
15919,magnesia,1,8,67,1,12.67
15920,magnesium,1,9,657,1,11.72
15921,magnet,1,6,2700,2,6.1
15922,magnetic,0,8,4718,5,8.8
15923,magnetism,1,9,719,2,10.94
15924,magnetize,0,9,45,2,11.65
15925,magnetometer,1,12,54,1,15
15926,magnetosphere,1,13,116,1,15.25
15927,magnification,1,13,272,4,9.53
15928,magnificence,1,12,391,2,9.44
15929,magnificent,0,11,9453,1,8.63
15930,magnifico,1,9,160,1,12.47
15931,magnify,0,9,374,3,8.74
15932,magnifier,1,9,77,1,9.7
15933,magnifying,0,10,684,3,8.47
15934,magnitude,1,9,1312,3,12.3
15935,magnolia,1,8,606,2,9.89
15936,magpie,1,6,521,3,10.47
15937,maharajah,1,8,291,1,14.67
15938,maharishi,1,9,127,1,17.89
15939,mahjong,1,7,1393,1,15.18
15940,mahogany,1,8,574,3,12.83
15941,maid,1,4,15457,2,6.95
15942,maiden,1,6,4652,3,9.58
15943,maidenhead,1,10,109,1,13.08
15944,maidenhood,1,10,36,1,11.93
15945,maidservant,1,11,128,1,12
15946,mail,1,4,20627,7,4.65
15947,mailbag,1,7,59,2,6.25
15948,mailbox,1,7,2409,2,6.11
15949,mailing,1,7,660,4,6
15950,mailman,1,7,1519,1,4.72
15951,mailwoman,1,9,10,1,8.47
15952,maim,0,4,336,1,11.93
15953,main,0,4,36292,5,6.55
15954,mainframe,1,9,1162,2,13.06
15955,mainland,1,8,2990,1,11.63
15956,mainlander,1,10,114,1,10.84
15957,mainline,1,8,183,1,10.94
15958,mainliner,1,9,9,1,11.7
15959,mainmast,1,8,40,1,12.92
15960,mains,1,5,437,2,11
15961,mainsail,1,8,170,1,12.67
15962,mainsheet,1,9,5,1,14.33
15963,mainspring,1,10,40,1,12.93
15964,mainstay,1,8,112,3,11.78
15965,mainstream,0,10,1547,1,13.28
15966,maintain,0,8,9704,10,9.94
15967,maintainer,1,10,22,1,12.06
15968,maintenance,1,11,4911,5,10.5
15969,maintop,1,7,8,1,10.56
15970,maitre,1,6,611,1,14.33
15971,maize,1,5,331,2,9.59
15972,majestic,0,8,1570,3,10.72
15973,majesty,1,9,37699,1,7.63
15974,majeure,1,7,101,1,15.5
15975,majolica,1,8,13,1,16
15976,major,0,5,60560,13,8.8
15977,majorette,1,9,90,2,11.76
15978,majority,1,8,5944,3,8.94
15979,makeover,0,8,1282,2,10.53
15980,maker,1,5,4996,3,6.94
15981,makeshift,0,9,474,2,13
15982,makeup,1,6,12393,3,7.94
15983,malachite,1,9,68,1,13.4
15984,maladapted,0,10,2,1,15.08
15985,maladaptive,0,11,7,1,14.56
15986,malady,1,8,282,2,13.31
15987,maladjusted,0,11,118,3,14.06
15988,maladjustment,1,13,20,1,14.06
15989,malaise,1,7,162,1,13.63
15990,malamute,1,8,23,1,11.83
15991,malaria,1,7,1477,1,12.33
15992,malarial,0,8,40,1,13.5
15993,malarkey,1,8,289,1,12.29
15994,malcontent,1,10,87,2,14.33
15995,malcontented,0,12,5,1,13.75
15996,male,0,4,29548,6,5.63
15997,malediction,1,11,38,1,13.69
15998,malefactor,1,10,25,1,17
15999,malefic,0,7,42,1,16.75
16000,maleness,1,8,42,1,11.21
16001,malevolence,1,11,97,2,12.74
16002,malevolent,0,10,349,2,12.73
16003,malfeasance,1,11,194,1,16.33
16004,malformation,1,12,133,2,13.4
16005,malformed,0,9,70,1,10.89
16006,malfunction,1,11,1912,2,9.58
16007,malice,1,6,1095,2,12.33
16008,malicious,0,9,1280,1,11.37
16009,malign,0,6,215,3,13.67
16010,malignancy,1,10,87,2,12
16011,malignant,0,9,897,1,13.67
16012,malingerer,1,10,49,1,15.67
16013,mall,1,4,9166,2,6.78
16014,mallard,1,7,597,1,9.94
16015,malleability,1,12,13,1,12.81
16016,malleable,0,9,228,2,14.11
16017,mallet,1,6,562,3,10.94
16018,malnourished,0,12,255,2,11.05
16019,malnourishment,1,14,29,1,11.22
16020,malnutrition,1,12,393,1,10.37
16021,malodorous,0,10,46,1,14.33
16022,malpractice,1,11,865,2,11.75
16023,malt,1,4,1127,7,9.18
16024,malted,0,6,160,6,9.89
16025,maltreat,0,8,29,1,13.94
16026,maltreatment,1,12,42,1,11.4
16027,mama,1,4,55372,2,1.89
16028,mambo,1,5,1174,2,11.21
16029,mammal,1,6,1017,1,7.39
16030,mammalian,0,9,120,2,11.71
16031,mammary,0,7,99,1,12.29
16032,mammy,1,7,2043,2,7.62
16033,mammogram,1,9,167,1,13.17
16034,mammon,1,6,83,2,14.86
16035,mammoth,1,7,1261,2,7.72
16036,man,1,3,1173588,13,3.11
16037,manacle,1,7,29,2,12.5
16038,manage,0,6,25874,7,7.67
16039,manageable,0,10,522,2,9.94
16040,management,1,10,9540,2,10.05
16041,manager,1,7,33775,2,9.4
16042,manageress,1,10,98,1,16
16043,managerial,0,10,207,1,12.44
16044,manana,1,6,149,1,12
16045,manatee,1,7,247,1,10.56
16046,mandarin,1,8,1897,6,10.35
16047,mandate,1,7,1061,6,12.95
16048,mandatory,0,9,2048,3,8.95
16049,mandible,1,8,306,1,11.44
16050,mandolin,1,8,296,1,12.39
16051,mandrake,0,8,403,2,13.756216
16052,mandrill,1,8,51,1,16.67
16053,mane,1,4,797,2,5.6
16054,maneuver,1,8,2027,8,9.89
16055,maneuverability,1,15,104,1,11.22
16056,maneuverable,0,12,103,1,13
16057,manful,0,6,11,2,12.3
16058,manganese,1,9,169,1,16.38
16059,mange,1,5,219,1,12.25
16060,manger,1,6,610,1,7
16061,mangy,0,8,689,1,8.78
16062,mangle,0,6,179,5,11.29
16063,mango,1,5,1867,2,8.22
16064,mangrove,1,8,223,1,14.53
16065,manhandle,0,9,120,1,12.33
16066,manhole,1,7,557,1,6.83
16067,manhood,1,7,1486,3,12.95
16068,manhunt,1,7,994,1,9.58
16069,mania,1,5,766,2,12.95
16070,maniac,1,6,5188,3,8.8
16071,maniacal,0,8,534,1,13.29
16072,manic,0,5,2412,1,12.11
16073,manicotti,1,9,99,1,14.69
16074,manicure,1,8,1084,3,10.56
16075,manicured,0,9,193,2,11.85
16076,manicurist,1,10,284,1,11.72
16077,manifest,0,8,2255,5,12.16
16078,manifestation,1,13,709,5,14.17
16079,manifesto,1,9,964,1,14.71
16080,manifold,1,8,353,6,14.67
16081,manipulate,0,10,3035,6,11.1
16082,manipulation,1,12,1398,2,10.61
16083,manipulative,0,12,1140,1,11.26
16084,manipulator,1,11,364,2,11.33
16085,mankind,1,7,7803,1,8.89
16086,manly,0,7,2587,3,9.42
16087,manlike,0,7,14,3,9.44
16088,manliness,1,9,252,1,8.39
16089,manmade,0,7,252,1,9.42
16090,manna,1,5,310,2,11.92
16091,manned,0,6,834,3,12.28
16092,mannequin,1,9,972,2,9.24
16093,manner,1,6,9260,3,6.83
16094,mannered,0,8,203,1,6.89
16095,mannerism,1,9,48,2,11.44
16096,mannerist,1,9,13,1,13.21
16097,mannerly,0,8,37,1,8.35
16098,manners,1,7,8973,4,5.89135
16099,mannish,0,7,92,2,11.88
16100,manometer,1,9,14,1,17.33
16101,manor,1,5,2726,2,9.55
16102,manpower,1,8,1544,1,9.11
16103,manse,1,5,82,2,12.56
16104,manservant,1,10,370,1,11.07
16105,mansion,1,7,6257,2,7.2
16106,mansions,1,8,604,2,8.63
16107,manslaughter,1,12,2492,1,12.28
16108,manslayer,1,9,36,1,12.56
16109,manta,1,5,521,2,14.08
16110,mantel,1,6,417,1,7.72
16111,mantelpiece,1,11,324,1,11
16112,mantic,0,6,4,1,14
16113,mantilla,1,8,61,2,15.12
16114,mantis,1,6,1014,1,9.28
16115,mantle,1,6,1463,10,9.17
16116,mantra,1,6,844,2,13.74
16117,mantrap,1,7,25,2,13.85
16118,manual,1,6,5512,5,7.57
16119,manufacture,0,11,1553,6,10.59
16120,manufacturer,1,12,1544,2,10.79
16121,manufacturing,1,13,1733,5,9.16
16122,manumission,1,11,27,1,15.62
16123,manure,1,6,1479,2,10.1
16124,manuscript,1,10,2655,2,12.12
16125,many,0,4,314850,1,4.601853
16126,map,1,3,22726,8,5.6
16127,maple,1,5,1903,2,5.94
16128,mapmaker,1,8,35,1,11.71
16129,mapmaking,0,9,18,1,10
16130,maquillage,1,10,9,1,16
16131,mar,0,3,1232,4,10.95
16132,marabou,1,7,62,2,14.25
16133,maraca,1,6,36,1,9.08
16134,maraschino,1,10,121,2,10
16135,marathon,1,8,2942,3,9.32
16136,marathoner,1,10,34,1,12.81
16137,maraud,0,6,12,2,12.47
16138,marauder,1,8,333,1,12.56
16139,marauding,0,9,170,2,14
16140,marble,1,6,3346,4,7.05
16141,marbled,0,7,74,2,9.74
16142,marbleize,0,9,7,1,12.8
16143,marcel,0,6,4457,2,18.33
16144,march,0,5,20744,14,6.85048
16145,marcher,1,7,29,3,9.11
16146,marchioness,1,11,314,2,14.43
16147,mare,1,4,2351,2,8.84
16148,margarine,1,9,378,1,8.5
16149,margarita,1,9,2473,1,12.6
16150,margin,1,6,1831,6,10.11
16151,marginal,0,8,407,4,12
16152,marginalize,0,11,32,1,14
16153,marguerite,1,10,2276,2,14.11
16154,mariachi,1,8,510,1,11
16155,marigold,1,8,608,1,8.47
16156,marijuana,1,9,4561,2,10.89
16157,marimba,1,7,53,1,14
16158,marinade,1,8,225,2,11.21
16159,marinara,1,8,265,1,8.78
16160,marinate,0,8,243,1,10.26
16161,marine,0,6,8827,7,9.8
16162,mariner,1,7,329,1,11.33
16163,marionette,1,10,249,1,9.89
16164,marital,0,7,1593,1,10.35
16165,maritime,0,8,749,2,11.47
16166,mark,0,4,61805,30,6.477485
16167,marker,1,6,2864,3,4.89
16168,market,1,6,33081,9,7.16
16169,marketability,1,13,12,1,14.06
16170,marketable,0,10,143,3,12.11
16171,marketer,1,8,61,1,11.25
16172,marketing,1,9,4265,7,12.25
16173,marketplace,1,11,1202,2,8.89
16174,marksman,1,8,557,1,10.83
16175,marksmanship,1,12,257,1,11.89
16176,markup,1,6,130,2,12.53
16177,marl,1,4,32,1,14
16178,marled,0,6,5,1,14.44
16179,marmalade,1,9,751,1,10.39
16180,marmoset,1,8,84,1,13
16181,marmot,1,6,101,1,13.91
16182,maroon,0,6,679,6,8.28
16183,marooned,0,8,388,3,12
16184,marquee,1,7,422,2,13.13
16185,marquis,1,7,3073,2,12.8
16186,marquise,1,8,850,2,16
16187,marriage,1,8,64465,4,7.17
16188,marriageable,0,12,137,1,12.89
16189,married,0,7,157817,5,5.156017
16190,marry,0,7,73938,2,5.83
16191,marrow,1,6,2009,5,12.16
16192,mars,0,4,10656,6,7.543185
16193,marsh,0,5,4974,3,10.633715
16194,marshal,1,7,8433,6,9.28
16195,marshland,1,9,144,1,10.5
16196,marshmallow,1,11,1043,1,3.8
16197,marshy,0,6,115,1,8.56
16198,marsupial,1,9,139,2,11.69
16199,mart,1,4,1143,1,10
16200,marten,1,6,361,1,10.14
16201,martial,0,7,7085,4,11.11
16202,martinet,1,8,89,1,15.43
16203,martini,1,7,3105,1,11.74
16204,martyr,1,6,2384,4,13
16205,martyrdom,1,9,493,2,13.19
16206,marvel,1,6,2143,3,10
16207,marvelous,0,9,6595,3,8.267861
16208,marzipan,1,8,352,1,14.47
16209,mascara,1,7,857,1,9.21
16210,mascot,1,6,1698,1,9.5
16211,masculine,0,9,1582,4,10.3
16212,masculinity,1,11,488,2,11.32
16213,maser,1,5,80,1,11.71
16214,mash,1,4,1737,5,6.95
16215,mashed,0,6,1928,3,5.61
16216,masher,1,6,145,2,11.62
16217,mashie,1,6,33,1,9
16218,mask,1,4,14863,9,4.8
16219,masked,0,6,2189,7,7.33
16220,masochism,1,9,140,1,15.18
16221,masochist,1,9,382,1,15.88
16222,masochistic,0,11,124,1,15.35
16223,mason,0,5,13518,5,10.516488
16224,masonry,1,7,296,3,12
16225,masque,1,6,86,1,11.18
16226,masquerade,1,10,875,5,11.83
16227,masquerader,1,11,8,1,12.69
16228,mass,0,4,17516,11,9.17
16229,massacre,1,8,3678,2,10.05
16230,massage,1,7,8424,3,10.9
16231,massager,1,8,180,1,10
16232,masses,1,6,3047,12,9.42
16233,masseur,1,7,608,1,14.72
16234,masseuse,1,8,689,1,11.22
16235,massive,0,7,14789,4,9.11
16236,mast,1,4,1115,4,10.59
16237,mastectomy,1,12,211,1,14.67
16238,master,1,6,95131,15,6.5
16239,masterful,0,9,436,1,12.84
16240,masterly,0,8,108,1,10.62
16241,mastermind,1,10,1454,3,10.5
16242,masterpiece,1,11,3343,2,9.56
16243,mastership,1,10,22,2,11.65
16244,masterstroke,1,12,101,1,14
16245,masterwork,1,10,65,1,13.39
16246,mastery,1,7,569,3,10.58
16247,mastic,1,6,27,3,13.92
16248,mastiff,1,7,123,1,12.08
16249,mastodon,1,8,259,1,9
16250,mastoid,0,7,73,3,14.58
16251,masturbate,0,10,1334,2,12.21
16252,masturbation,1,12,1091,1,12.53
16253,masturbator,1,11,111,1,13.68
16254,masturbatory,0,12,66,1,14.94
16255,mat,1,3,3206,10,4.62
16256,matador,1,7,671,1,11.89
16257,match,1,5,45223,19,5.72
16258,matchbook,1,9,258,1,8.43
16259,matchbox,1,8,374,1,6.52
16260,matching,0,8,3905,12,7.56
16261,matchless,0,9,119,1,9.83
16262,matchlock,1,9,21,1,12.5
16263,matchmaker,1,10,771,1,11.95
16264,matchmaking,1,11,367,1,11.15
16265,matchstick,1,10,183,1,6.74
16266,matchwood,1,9,13,3,10.25
16267,mate,1,4,44782,13,8.67
16268,matelote,1,8,1,1,16.2
16269,material,1,8,18538,11,8.06
16270,materialism,1,11,228,2,11.68
16271,materialist,1,11,90,2,12.41
16272,materialistic,0,13,349,2,12.58
16273,materiality,1,11,15,2,15
16274,materialization,1,15,69,3,13.37
16275,materialize,0,11,291,1,10.05
16276,materiel,1,8,41,1,8.35
16277,maternal,0,8,1434,4,11.22
16278,maternity,1,9,1725,3,11.83
16279,math,1,4,10739,1,5.56
16280,mathematical,0,12,1945,5,8.22
16281,mathematician,1,13,909,1,9.17
16282,mathematics,1,11,2778,1,6.78
16283,matinee,1,7,670,1,9.56
16284,mating,0,6,1936,6,9.83
16285,matriarch,1,9,272,2,13.27
16286,matriarchal,0,11,58,1,13.93
16287,matriarchs,0,10,24,2,11.32
16288,matriarchy,1,10,28,1,13.89
16289,matrix,1,8,2622,6,14.42
16290,matricidal,0,10,6,1,15.83
16291,matricide,1,9,43,2,14.75
16292,matriculate,0,11,49,2,15.82
16293,matriculation,1,13,76,1,16.07
16294,matrilineal,0,11,11,1,15.83
16295,matrimonial,0,11,382,1,12
16296,matrimony,1,9,1320,2,10.31
16297,matron,1,6,1685,3,13.2
16298,matte,1,5,377,4,14.06
16299,matter,1,6,247812,7,7.56
16300,mattock,1,7,29,1,11.27
16301,mattress,1,8,4265,1,5.1
16302,maturation,1,10,74,3,13.7
16303,mature,0,6,6334,11,9.25
16304,maturity,1,8,1249,3,10.58
16305,matzo,1,5,194,1,11
16306,maudlin,0,7,202,1,14.14
16307,maul,0,4,345,3,10.33
16308,mausoleum,1,9,708,1,12.93
16309,mauve,0,5,267,2,11.26
16310,maven,1,5,116,1,12.46
16311,maverick,1,8,966,3,12.44
16312,maw,1,3,1165,1,13.91
16313,mawkish,0,7,48,1,15.08
16314,mawkishness,1,11,4,2,13
16315,maxilla,1,7,74,1,19.75
16316,maxillary,0,9,69,2,15.55
16317,maxim,1,5,1397,2,12.67
16318,maximum,1,6,6386,4,7.6
16319,maximal,0,7,43,1,12.06
16320,maximization,1,12,13,2,11.79
16321,maximize,0,8,511,2,10.58
16322,may,0,3,373526,2,5.65
16323,maybe,0,5,581087,1,4.495283
16324,mayday,1,6,2883,1,8.32
16325,mayfly,1,8,69,1,11.93
16326,mayflower,1,9,423,2,7.74
16327,mayhap,0,6,47,1,13.12
16328,mayhem,1,6,1433,2,10.37
16329,mayonnaise,1,10,1424,1,6.1
16330,mayor,1,5,27530,1,8.28
16331,mayoral,0,7,294,1,13.17
16332,mayoralty,1,9,15,1,14.8
16333,maypole,1,7,134,1,8.08
16334,maze,1,4,2753,2,7.11
16335,mazurka,1,7,105,2,13.4
16336,me,0,2,6444985,1,3.280385
16337,mead,1,4,967,3,11.38
16338,meadow,1,6,2203,1,6.89
16339,meadowlark,1,10,111,1,8.94
16340,meadowsweet,1,11,15,1,13.8
16341,meager,0,6,491,1,10.94
16342,meal,1,4,22145,3,4.74
16343,mealtime,1,8,160,1,6.78
16344,mealy,0,5,85,2,11.53
16345,mealymouthed,0,12,6,1,13.3
16346,mean,0,4,821275,16,4
16347,meander,0,7,91,3,10.6
16348,meanie,1,6,346,1,4.79
16349,meaning,1,7,30144,10,6.1
16350,meaningful,0,10,2558,1,8.45
16351,meaningfulness,1,14,6,1,10.75
16352,meaningless,0,11,4205,1,10.44
16353,meaninglessness,1,15,34,2,11.95
16354,meanness,1,8,294,2,4.53
16355,means,0,5,174311,11,8.289175
16356,meantime,1,8,11582,2,8.17
16357,measles,1,7,1008,1,9.28
16358,measurable,0,10,189,2,9.16
16359,measure,0,7,9133,13,7.53
16360,measurement,1,11,861,1,6.05
16361,measurer,1,8,19,1,7.56
16362,meat,1,4,33050,3,4.42
16363,meatball,1,8,1296,1,6
16364,meathead,1,8,359,1,11.33
16365,meaty,0,7,394,2,6
16366,meatless,0,8,82,1,11.15
16367,meatloaf,1,8,1027,1,6.43
16368,meatpacking,0,11,93,1,9.33
16369,mechanic,1,8,4555,3,7.83
16370,mechanical,0,10,4542,3,8.85
16371,mechanics,1,9,2332,4,10.95
16372,mechanism,1,9,3521,5,10.61
16373,mechanistic,0,11,44,2,12.88
16374,mechanization,1,13,54,2,12.37
16375,med,0,3,4103,1,9.5
16376,medal,1,5,7498,1,6.83
16377,medallion,1,9,1512,4,10.26
16378,meddle,0,6,1442,1,10.22
16379,meddler,1,7,153,1,11
16380,meddlesome,0,10,188,1,11.11
16381,medium,1,5,5560,13,7.67
16382,medieval,0,9,3248,3,9.67
16383,medial,0,6,195,2,12.81
16384,median,1,6,224,4,12.38
16385,mediate,0,7,371,4,11.63
16386,mediation,1,9,511,2,13.16
16387,mediator,1,8,485,1,11.05
16388,medic,1,5,3308,2,11.17
16389,medical,0,7,37844,4,8.68
16390,medicate,0,8,172,2,10.53
16391,medication,1,10,8789,2,7.53
16392,medicinal,0,9,981,1,12.9
16393,medicine,1,8,26958,5,4.89
16394,medico,1,6,60,2,14.77
16395,medievalism,1,11,4,1,14.53
16396,mediocre,0,8,1367,3,11.59
16397,mediocrity,1,12,520,2,12.37
16398,meditate,0,8,1083,2,11.44
16399,meditation,1,10,2188,2,10.47
16400,meditative,0,10,164,1,12.06
16401,mediterranean,0,13,2552,2,10.859618
16402,medley,1,6,372,1,10
16403,medulla,1,7,155,3,14.23
16404,meek,0,4,922,3,9.7
16405,meekness,1,8,43,2,13.6
16406,meerschaum,1,10,18,2,13.83
16407,meet,0,4,247466,15,4.74
16408,meeting,1,7,97328,19,5.72
16409,meetinghouse,1,12,8,1,8.9
16410,mega,0,4,1532,1,7.5
16411,megabits,1,8,10,1,15.72
16412,megabyte,1,8,21,2,12.89
16413,megahertz,1,9,142,1,14.95
16414,megalith,1,8,24,1,15.36
16415,megalomania,1,11,101,1,18.92
16416,megalomaniac,1,12,195,1,15.67
16417,megalomaniacal,0,14,34,1,14.3
16418,megalopolis,1,11,36,1,12.93
16419,megaphone,1,9,507,1,10.2
16420,megastar,1,8,82,1,10.82
16421,megaton,1,7,95,2,13.81
16422,megawatt,0,8,31,1,11.75
16423,meiosis,1,7,19,2,14.1
16424,melamine,0,8,20,1,13.08
16425,melancholia,1,11,156,1,16.12
16426,melancholic,0,11,510,2,12.94
16427,melancholy,0,10,1993,5,12.53
16428,melanin,1,7,86,1,14.29
16429,melanoma,1,8,248,1,13.63
16430,melatonin,1,9,105,1,15.11
16431,meld,1,4,217,4,11.63
16432,melee,1,5,215,1,12.24
16433,mellifluous,0,11,56,1,16.1
16434,mellow,0,6,1847,9,8.85
16435,melodic,0,7,273,2,9.79
16436,melody,1,8,5333,2,6.58
16437,melodious,0,9,236,2,10.12
16438,melodrama,1,9,658,1,13.17
16439,melodramatic,0,12,807,2,10.89
16440,melon,1,5,2070,2,4.21
16441,melt,0,4,5627,7,5.47
16442,meltdown,1,8,1454,2,10.32
16443,member,1,6,27112,5,8.2
16444,membership,1,10,2657,2,7.78
16445,membrane,1,8,718,2,10.95
16446,membranous,0,10,16,2,13
16447,memento,1,7,1022,1,11.12
16448,memo,1,4,3242,1,11.39
16449,memoir,1,6,521,2,12.37
16450,memoirist,1,9,7,1,15.4
16451,memorabilia,1,11,485,1,11.16
16452,memorable,0,9,1912,1,9.47
16453,memorandum,1,9,434,1,13.82
16454,memorial,1,8,5548,3,8.32
16455,memorialize,0,11,65,2,11.42
16456,memory,1,8,39331,5,6.4
16457,memorization,1,12,66,1,11.17
16458,memorize,0,8,1868,1,6.47
16459,memsahib,1,8,248,1,14.5
16460,menace,1,6,2091,5,9.47
16461,menacing,0,8,723,4,10.84
16462,menage,1,6,160,1,14.91
16463,menagerie,1,9,272,2,13.56
16464,mend,0,4,2522,4,9.11
16465,mendacious,0,10,47,2,15.83
16466,mendacity,1,11,68,1,15.1
16467,mendelevium,1,11,14,1,15.62
16468,mender,1,6,29,1,10.21
16469,mendicant,1,9,85,3,15.22
16470,menfolk,1,7,106,1,10.23
16471,menial,0,6,360,2,12.88
16472,meningitis,1,10,738,1,12.68
16473,meniscus,1,8,87,3,13.44
16474,menopausal,0,10,125,1,13.44
16475,menopause,1,9,884,1,14.56
16476,menorah,1,7,171,2,11.75
16477,menses,1,6,79,1,12.57
16478,menstrual,0,9,391,1,10.83
16479,menstruate,0,10,64,1,12.67
16480,menstruation,1,12,268,1,10.39
16481,menswear,1,8,160,1,10.11
16482,mental,0,6,16088,5,8.84
16483,mentalist,1,9,230,1,15.22
16484,mentality,1,11,1455,2,10.32
16485,menthol,1,7,311,2,11.11
16486,mentholated,0,11,42,1,13.12
16487,mention,0,7,40753,6,8.06
16488,mentor,1,6,3766,2,11.37
16489,menu,1,4,8423,4,5.89
16490,meow,0,4,2889,2,4
16491,mercantile,0,10,218,3,12.33
16492,mercenary,1,11,1472,4,13
16493,merchandise,1,11,3317,2,9.26
